Coll,Int,Wea,CRASH_NUM1,TrWay,PSL,Align,TCD,CF
Sideswipe,Not an Intersection,Cloudy,2018_130137,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Cloudy,2018_130149,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130154,Two-Way Undivided,30 MPH,Straight,Other Regulatory Sign,Going Straight
Front-to-Front,Four-Way Intersection,Clear,2018_130177,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Clear,2018_130187,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Sideswipe,Not an Intersection,Cloudy,2018_130191,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Rain,2018_130208,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Rain,2018_130208,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2018_130212,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2018_130212,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Front-to-Rear,Four-Way Intersection,Clear,2018_130252,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Clear,2018_130270,Two-Way Undivided,45 MPH,Curve,Other Regulatory Sign,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130273,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Cloudy,2018_130278,Two-Way Undivided,30 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Cloudy,2018_130278,Two-Way Undivided,30 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Cloudy,2018_130279,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Not an Intersection,Rain,2018_130280,Two-Way Undivided,30 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Rain,2018_130280,Two-Way Undivided,30 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130328,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Clear,2018_130339,Two-Way Undivided,30 MPH,Curve,No Controls,Others
Angle,T-Intersection,Clear,2018_130354,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Clear,2018_130354,Two-Way Divided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Not Reported,2018_130361,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Angle,Not an Intersection,Clear,2018_130364,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130387,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130395,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2018_130411,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Rain,2018_130418,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Four-Way Intersection,Cloudy,2018_130419,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Sideswipe,Not an Intersection,Clear,2018_130421,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2018_130421,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130423,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2018_130425,Two-Way Undivided,45 MPH,Curve,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2018_130425,Two-Way Undivided,40 MPH,Curve,Traffic control signal,Others
Front-to-Front,Not an Intersection,Clear,2018_130427,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130427,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130432,Two-Way Divided,45 MPH,Straight,No Controls,Making a U-turn
Front-to-Front,Not an Intersection,Clear,2018_130446,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130447,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2018_130466,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Clear,2018_130470,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130470,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Clear,2018_130476,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Clear,2018_130483,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130488,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2018_130494,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,T-Intersection,Cloudy,2018_130507,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Cloudy,2018_130507,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130508,Two-Way Undivided,45 MPH,Straight,Other Regulatory Sign,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130512,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130512,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130525,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Front,T-Intersection,Clear,2018_130536,Two-Way Undivided,45 MPH,Curve,Warning Sign,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130543,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Four-Way Intersection,Cloudy,2018_130551,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Front-to-Front,Four-Way Intersection,Cloudy,2018_130551,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,T-Intersection,Clear,2018_130553,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,T-Intersection,Clear,2018_130553,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Cloudy,2018_130554,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2018_130563,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2018_130573,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2018_130581,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Clear,2018_130587,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Unknown
Angle,Four-Way Intersection,Clear,2018_130592,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2018_130593,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2018_130599,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2018_130601,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2018_130629,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Clear,2018_130646,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Cloudy,2018_130663,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2018_130664,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Front-to-Front,Not an Intersection,Clear,2018_130692,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2018_130692,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,Not an Intersection,Clear,2018_130695,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Front,Not an Intersection,Clear,2018_130708,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130708,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130708,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_130714,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2018_130719,Two-Way Divided,45 MPH,Straight,Traffic control signal,Merging
Angle,T-Intersection,Clear,2018_130736,Two-Way Undivided,35 MPH,Straight,Stop Sign,Unknown
Angle,T-Intersection,Clear,2018_130736,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Rain,2018_130746,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Rain,2018_130746,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2018_130751,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2018_130751,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2018_130751,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Clear,2018_130751,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2018_130761,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Front-to-Front,Not an Intersection,Clear,2018_130763,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Cloudy,2018_130772,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130779,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130791,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2018_130791,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2018_130794,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,T-Intersection,Clear,2018_130794,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2018_130798,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Clear,2018_130800,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Not an Intersection,Cloudy,2018_130813,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Rain,2018_130815,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Rain,2018_130820,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_130828,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2018_130828,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130833,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_130839,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Clear,2018_130839,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Cloudy,2018_130841,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Cloudy,2018_130841,Two-Way Undivided,45 MPH,Straight,No Controls,Others
Angle,Four-Way Intersection,Clear,2018_130866,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Rain,2018_130879,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130885,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130885,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2018_130892,Two-Way Divided,45 MPH,Straight,No Controls,Unknown
Front-to-Rear,Four-Way Intersection,Clear,2018_130892,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2018_130892,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Clear,2018_130894,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Clear,2018_130894,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130898,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130904,Two-Way Undivided,45 MPH,Curve,Stop Sign,Turning
Angle,T-Intersection,Clear,2018_130907,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Front-to-Front,Not an Intersection,Clear,2018_130913,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130913,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130924,Two-Way Divided,25 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Clear,2018_130924,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Clear,2018_130924,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_130926,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Clear,2018_130929,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Four-Way Intersection,Clear,2018_130938,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Not an Intersection,Clear,2018_130944,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_130947,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Clear,2018_130948,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_130950,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Clear,2018_131007,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
Front-to-Rear,Not an Intersection,Cloudy,2018_131016,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Clear,2018_131021,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
Front-to-Front,Not an Intersection,Clear,2018_131024,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_131033,Two-Way Divided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Front-to-Rear,T-Intersection,Rain,2018_131044,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
Front-to-Rear,T-Intersection,Rain,2018_131044,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Clear,2018_131049,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Clear,2018_131079,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2018_131094,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Front-to-Rear,Four-Way Intersection,Clear,2018_131100,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Clear,2018_131100,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Clear,2018_131100,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Clear,2018_131100,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Clear,2018_131105,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,"Fog, Smog, Smoke",2018_131113,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,"Fog, Smog, Smoke",2018_131113,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,T-Intersection,Clear,2018_131114,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Clear,2018_131114,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,Four-Way Intersection,Clear,2018_131120,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Sideswipe,Not an Intersection,Clear,2018_131130,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_131133,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Clear,2018_131170,Two-Way Divided,45 MPH,Curve,No Controls,Turning
Angle,T-Intersection,Clear,2018_131170,Two-Way Divided,45 MPH,Curve,No Controls,Negotiating a Curve
Angle,T-Intersection,Clear,2018_131172,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Clear,2018_131172,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Clear,2018_131172,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Rain,2018_131179,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Four-Way Intersection,Clear,2018_131180,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Front-to-Front,Four-Way Intersection,Clear,2018_131180,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_131183,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Cloudy,2018_131190,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Clear,2018_131195,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_131217,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Clear,2018_131217,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Cloudy,2018_131222,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
